Flight,Price,Currency,Stop,Duration,Date
IST,"54,924",AMD,1 stop,16h 40m,2025-03-28
BCN,"39,216",AMD,1 stop,10h 45m,2025-03-28
AMS,"72,162",AMD,1 stop,7h 45m,2025-03-28
VIE,"265,747",AMD,1 stop,20h 50m,2025-03-28
TLV,"364,678",AMD,1 stop,13h 25m,2025-03-28
TLV,"364,678",AMD,1 stop,21h 10m,2025-03-28
DUS,"88,645",AMD,1 stop,26h 45m,2025-03-28
ATH,"102,144",AMD,1 stop,6h 20m,2025-03-28
VIE,"50,757",AMD,Direct,3h 45m,2025-03-28
SSH,"320,297",AMD,1 stop,20h 40m,2025-03-28
BUD,"62,634",AMD,1 stop,8h 40m,2025-03-28
VCE,"46,574",AMD,1 stop,22h 55m,2025-03-28
WAW,"116,730",AMD,1 stop,16h 05m,2025-03-28
MAD,"206,714",AMD,1 stop,14h 10m,2025-03-28
IST,"534,960",AMD,1 stop,16h 55m,2025-03-28
SOF,"38,975",AMD,1 stop ∙ Change airport,12h 30m,2025-03-28
BER,"111,033",AMD,1 stop,16h 10m,2025-03-28
VIE,"250,189",AMD,1 stop,13h 25m,2025-03-28
SHJ,"96,549",AMD,1 stop,15h 05m,2025-03-28
BCN,"105,141",AMD,1 stop,11h 45m,2025-03-28
VIE,"126,177",AMD,1 stop,12h 40m,2025-03-28
BCN,"90,824",AMD,1 stop,17h 25m,2025-03-28
SAW,"39,989",AMD,1 stop,16h 35m,2025-03-28
WAW,"133,319",AMD,1 stop,11h 25m,2025-03-28
AMS,"93,141",AMD,1 stop,9h 05m,2025-03-28
CRL,"34,547",AMD,1 stop ∙ Change airport,22h 55m,2025-03-28
SAW,"72,950",AMD,1 stop,17h 45m,2025-03-28
AUH,"112,316",AMD,1 stop,19h 35m,2025-03-28
ATH,"56,696",AMD,1 stop,14h 45m,2025-03-28
MAD,"45,153",AMD,1 stop,15h 10m,2025-03-28
TLV,"364,678",AMD,1 stop,16h 15m,2025-03-28
BCN,"102,182",AMD,1 stop,15h 25m,2025-03-28
BCN,"116,196",AMD,1 stop,15h 20m,2025-03-28
LIS,"92,382",AMD,1 stop,19h 45m,2025-03-28
RMO,"83,934",AMD,1 stop,14h 15m,2025-03-28
PRG,"134,092",AMD,1 stop,12h 05m,2025-03-28
SHJ,"93,410",AMD,Direct,2h 55m,2025-03-28
BCN,"45,203",AMD,1 stop,10h 15m,2025-03-28
LIS,"94,797",AMD,1 stop,32h 35m,2025-03-28
TLV,"137,297",AMD,1 stop,20h 55m,2025-03-28
LIS,"715,686",AMD,1 stop,17h 30m,2025-03-28
MAD,"67,496",AMD,1 stop,12h 20m,2025-03-28
FRA,"64,580",AMD,1 stop,14h 50m,2025-03-28
WAW,"47,628",AMD,1 stop,7h 40m,2025-03-28
BEG,"68,337",AMD,1 stop,15h 05m,2025-03-28
ATH,"70,363",AMD,1 stop,10h 40m,2025-03-28
BRU,"43,601",AMD,1 stop,12h 40m,2025-03-28
MAD,"88,105",AMD,1 stop,8h 50m,2025-03-28
SOF,"63,877",AMD,1 stop,16h 25m,2025-03-28
SKG,"36,422",AMD,1 stop,30h 35m,2025-03-28
IST,"361,049",AMD,1 stop,13h 15m,2025-03-28
LCA,"44,812",AMD,1 stop,6h 10m,2025-03-28
IST,"299,868",AMD,1 stop,18h 10m,2025-03-28
VIE,"74,517",AMD,1 stop,19h 05m,2025-03-28
BER,"85,484",AMD,1 stop,11h 15m,2025-03-28
BRU,"84,919",AMD,1 stop,30h,2025-03-28
AUH,"404,683",AMD,1 stop,18h 10m,2025-03-28
TLV,"122,668",AMD,1 stop,16h 50m,2025-03-28
SOF,"99,984",AMD,1 stop,10h 05m,2025-03-28
CRL,"98,719",AMD,1 stop ∙ Change airport,10h 55m,2025-03-28
DXB,"220,213",AMD,1 stop,7h 35m,2025-03-28
NCE,"70,007",AMD,1 stop,12h 25m,2025-03-28
MAD,"78,953",AMD,1 stop ∙ Change airport,21h 40m,2025-03-28
BRU,"82,683",AMD,1 stop,8h 30m,2025-03-28
DUS,"123,743",AMD,1 stop,13h 30m,2025-03-28
BUD,"54,680",AMD,1 stop ∙ Change airport,13h 30m,2025-03-28
DTM,"91,802",AMD,1 stop,36h 10m,2025-03-28
ATH,"226,952",AMD,1 stop,11h,2025-03-28
PRG,"71,402",AMD,1 stop,7h 25m,2025-03-28
TLV,"364,678",AMD,1 stop,29h 50m,2025-03-28
LYS,"130,695",AMD,1 stop,11h 45m,2025-03-28
FRA,"73,458",AMD,1 stop,15h 45m,2025-03-28
TLV,"141,416",AMD,1 stop,10h 10m,2025-03-28
TBS,"151,750",AMD,1 stop,21h 40m,2025-03-28
AMS,"96,852",AMD,1 stop,13h 30m,2025-03-28
SOF,"67,130",AMD,1 stop,20h,2025-03-28
RMO,"69,296",AMD,Direct,2h 40m,2025-03-28
ATH,"73,945",AMD,1 stop,8h 45m,2025-03-28
VCE,"100,502",AMD,1 stop,7h 25m,2025-03-28
BCN,"107,314",AMD,1 stop,15h 30m,2025-03-28
AMS,"81,214",AMD,1 stop,14h,2025-03-28
VIE,"71,463",AMD,1 stop,7h 25m,2025-03-28
AMS,"434,900",AMD,1 stop,22h 15m,2025-03-28
SAW,"39,858",AMD,Direct,2h 30m,2025-03-28
VIE,"108,628",AMD,1 stop,13h 15m,2025-03-28
MAD,"87,168",AMD,1 stop ∙ Change airport,18h 10m,2025-03-28
TBS,"109,949",AMD,1 stop,23h,2025-03-28
PRG,"81,100",AMD,1 stop,18h 25m,2025-03-28
BCN,"84,454",AMD,1 stop,9h 35m,2025-03-28
AUH,"317,037",AMD,1 stop,25h 10m,2025-03-28
SHJ,"143,403",AMD,1 stop,19h 35m,2025-03-28
BCN,"33,807",AMD,1 stop,14h 15m,2025-03-28
DXB,"1,060,849",AMD,1 stop,34h 05m,2025-03-28
TLV,"102,797",AMD,1 stop,20h 45m,2025-03-28
BER,"46,640",AMD,1 stop,11h,2025-03-28
BUD,"129,210",AMD,1 stop,7h 40m,2025-03-28
BER,"111,033",AMD,1 stop,13h 35m,2025-03-28
MAD,"149,068",AMD,1 stop,31h 25m,2025-03-28
IST,"89,874",AMD,1 stop,6h 30m,2025-03-28
SKG,"61,699",AMD,1 stop,11h 55m,2025-03-28
VIE,"89,399",AMD,1 stop ∙ Change airport,20h 50m,2025-03-28
WAW,"98,889",AMD,1 stop,7h 50m,2025-03-28
LIS,"103,287",AMD,1 stop,13h 30m,2025-03-28
VCE,"235,732",AMD,1 stop,13h 10m,2025-03-28
AUH,"316,239",AMD,1 stop,19h 10m,2025-03-28
RMO,"125,430",AMD,1 stop,12h 50m,2025-03-28
BCN,"103,397",AMD,1 stop,14h 05m,2025-03-28
LYS,"88,802",AMD,1 stop,7h 35m,2025-03-28
FRA,"256,352",AMD,1 stop,6h 35m,2025-03-28
CRL,"62,996",AMD,1 stop,17h 15m,2025-03-28
DXB,"135,341",AMD,1 stop,16h 35m,2025-03-28
SKG,"84,329",AMD,1 stop,11h 30m,2025-03-28
SKG,"38,354",AMD,1 stop,5h 35m,2025-03-28
AUH,"54,820",AMD,1 stop,14h 55m,2025-03-28
VLC,"52,719",AMD,1 stop,13h 05m,2025-03-28
VIE,"289,783",AMD,1 stop,16h 30m,2025-03-28
BER,"81,351",AMD,1 stop,21h 25m,2025-03-28
DXB,"108,498",AMD,1 stop,11h 35m,2025-03-28
BER,"121,327",AMD,1 stop,12h 35m,2025-03-28
BCN,"87,829",AMD,1 stop,24h 45m,2025-03-28
WAW,"101,847",AMD,1 stop,8h 30m,2025-03-28
IST,"361,049",AMD,1 stop,20h 05m,2025-03-28
TLV,"104,016",AMD,1 stop,23h 40m,2025-03-28
LIS,"90,325",AMD,1 stop ∙ Change airport,19h 15m,2025-03-28
FRA,"111,160",AMD,1 stop,17h 50m,2025-03-28
BER,"121,327",AMD,1 stop,16h 35m,2025-03-28
FRA,"109,398",AMD,1 stop,30h 05m,2025-03-28
ATH,"226,952",AMD,1 stop,17h 05m,2025-03-28
WAW,"81,594",AMD,1 stop,16h,2025-03-28
CRL,"62,996",AMD,1 stop,12h 25m,2025-03-28
SOF,"70,416",AMD,1 stop,6h 30m,2025-03-28
SOF,"84,015",AMD,1 stop,20h 10m,2025-03-28
PRG,"84,847",AMD,1 stop,12h 05m,2025-03-28
SOF,"99,984",AMD,1 stop,14h 35m,2025-03-28
IST,"82,724",AMD,1 stop,14h 45m,2025-03-28
VCE,"107,890",AMD,1 stop,15h 40m,2025-03-28
PRG,"91,151",AMD,1 stop,12h,2025-03-28
VCE,"148,557",AMD,1 stop,7h 20m,2025-03-28
SOF,"99,984",AMD,1 stop,19h 05m,2025-03-28
AMS,"93,141",AMD,1 stop,15h 15m,2025-03-28
SOF,"37,776",AMD,1 stop,29h 10m,2025-03-28
SAW,"358,242",AMD,1 stop,10h 25m,2025-03-28
SAW,"229,123",AMD,1 stop,28h 40m,2025-03-28
LYS,"274,000",AMD,1 stop,13h 55m,2025-03-28
PRG,"214,609",AMD,1 stop,13h 40m,2025-03-28
MAD,"206,714",AMD,1 stop,20h 15m,2025-03-28
PRG,"49,370",AMD,1 stop,8h 15m,2025-03-28
LCA,"96,030",AMD,1 stop,21h 20m,2025-03-28
BCN,"36,422",AMD,1 stop,21h 20m,2025-03-28
SOF,"107,251",AMD,1 stop,13h 10m,2025-03-28
LCA,"110,459",AMD,1 stop,10h 30m,2025-03-28
SHJ,"143,403",AMD,1 stop,27h 25m,2025-03-28
BEG,"71,150",AMD,1 stop,8h 50m,2025-03-28
SAW,"301,711",AMD,1 stop,19h 45m,2025-03-28
WAW,"105,510",AMD,1 stop,19h 20m,2025-03-28
BCN,"91,546",AMD,1 stop,30h 55m,2025-03-28
LCA,"84,594",AMD,1 stop,19h 05m,2025-03-28
WAW,"86,575",AMD,1 stop,15h 30m,2025-03-28
RMO,"75,366",AMD,1 stop,14h 05m,2025-03-28
TSF,"84,126",AMD,1 stop ∙ Change airport,23h 20m,2025-03-28
VLC,"98,666",AMD,1 stop,9h 35m,2025-03-28
AMS,"74,438",AMD,1 stop,19h 20m,2025-03-28
RMO,"167,150",AMD,1 stop,8h 50m,2025-03-28
TBS,"144,325",AMD,1 stop,23h 10m,2025-03-28
LIS,"77,772",AMD,1 stop,22h 25m,2025-03-28
BUD,"117,578",AMD,1 stop,13h 30m,2025-03-28
DUS,"51,661",AMD,1 stop,8h 15m,2025-03-28
LYS,"65,918",AMD,1 stop,11h 30m,2025-03-28
LIS,"128,001",AMD,1 stop,10h 05m,2025-03-28
BCN,"112,908",AMD,1 stop,9h 25m,2025-03-28
TLV,"364,678",AMD,1 stop,17h 15m,2025-03-28
LCA,"68,252",AMD,1 stop,22h,2025-03-28
PRG,"76,048",AMD,1 stop,15h 15m,2025-03-28
LIS,"83,863",AMD,1 stop ∙ Change airport,22h 30m,2025-03-28
IST,"62,803",AMD,1 stop,9h 25m,2025-03-28
SAW,"257,953",AMD,1 stop,15h 50m,2025-03-28
ATH,"195,019",AMD,1 stop,17h 45m,2025-03-28
LCA,"196,767",AMD,1 stop,10h 40m,2025-03-28
SOF,"62,314",AMD,1 stop,16h 15m,2025-03-28
ATH,"47,170",AMD,Direct,2h 55m,2025-03-28
CRL,"36,069",AMD,1 stop ∙ Change airport,18h 50m,2025-03-28
ATH,"60,757",AMD,1 stop,14h 05m,2025-03-28
TLV,"106,991",AMD,1 stop,10h,2025-03-28
SHJ,"176,780",AMD,1 stop,24h 05m,2025-03-28
BCN,"39,044",AMD,1 stop,19h 35m,2025-03-28
ATH,"80,871",AMD,1 stop,13h 25m,2025-03-28
VIE,"126,146",AMD,1 stop,28h 30m,2025-03-28
MAD,"110,911",AMD,1 stop,14h 40m,2025-03-28
FRA,"66,596",AMD,1 stop,9h 20m,2025-03-28
BER,"121,327",AMD,1 stop,11h 35m,2025-03-28
VCE,"74,156",AMD,1 stop,10h 30m,2025-03-28
BEG,"63,752",AMD,1 stop,11h 30m,2025-03-28
MAD,"73,111",AMD,1 stop,9h 55m,2025-03-28
WAW,"91,356",AMD,1 stop,30h 10m,2025-03-28
DXB,"123,526",AMD,1 stop,8h 15m,2025-03-28
WAW,"176,786",AMD,1 stop,19h 15m,2025-03-28
BRU,"142,106",AMD,1 stop,16h 20m,2025-03-28
AMS,"206,252",AMD,1 stop,11h 30m,2025-03-28
PRG,"81,100",AMD,1 stop,29h 10m,2025-03-28
LIS,"98,631",AMD,1 stop ∙ Change airport,19h 10m,2025-03-28
IST,"335,316",AMD,1 stop,13h 15m,2025-03-28
ATH,"120,419",AMD,1 stop,10h 25m,2025-03-28
VCE,"115,895",AMD,1 stop,14h 45m,2025-03-28
WAW,"81,594",AMD,1 stop,11h 30m,2025-03-28
VIE,"82,345",AMD,1 stop,12h 45m,2025-03-28
BEG,"44,325",AMD,1 stop,22h 10m,2025-03-28
TLV,"86,333",AMD,1 stop,16h 40m,2025-03-28
PRG,"71,402",AMD,1 stop,9h,2025-03-28
ATH,"92,257",AMD,1 stop,29h 10m,2025-03-28
VIE,"104,146",AMD,1 stop,16h 45m,2025-03-28
LIS,"41,856",AMD,1 stop,22h,2025-03-28
AMS,"81,214",AMD,1 stop,16h 30m,2025-03-28
TGD,"59,846",AMD,1 stop,10h 25m,2025-03-28
BER,"76,591",AMD,1 stop,7h 30m,2025-03-28
WAW,"113,513",AMD,1 stop,8h 15m,2025-03-28
BEG,"35,818",AMD,1 stop,28h 50m,2025-03-28
AMS,"110,784",AMD,1 stop,30h,2025-03-28
BCN,"32,635",AMD,1 stop,11h 35m,2025-03-28
WAW,"253,768",AMD,1 stop,22h 10m,2025-03-28
NCE,"80,860",AMD,1 stop,11h 35m,2025-03-28
BCN,"90,216",AMD,1 stop,30h 50m,2025-03-28
SHJ,"156,894",AMD,1 stop,17h 25m,2025-03-28
SKG,"38,354",AMD,1 stop,9h,2025-03-28
LCA,"64,238",AMD,1 stop,6h 05m,2025-03-28
DUS,"87,073",AMD,1 stop,8h 25m,2025-03-28
BCN,"101,536",AMD,1 stop,13h 05m,2025-03-28
WAW,"253,768",AMD,1 stop,33h 40m,2025-03-28
SAW,"71,699",AMD,1 stop,13h 30m,2025-03-28
SOF,"67,130",AMD,1 stop,14h 05m,2025-03-28
TLV,"273,018",AMD,1 stop,10h 25m,2025-03-28
SOF,"103,679",AMD,1 stop,9h 10m,2025-03-28
ATH,"154,532",AMD,1 stop,11h 55m,2025-03-28
LCA,"95,846",AMD,1 stop,12h 30m,2025-03-28
FRA,"76,495",AMD,1 stop,13h 20m,2025-03-28
MAD,"117,178",AMD,1 stop,10h 50m,2025-03-28
WAW,"42,256",AMD,1 stop,14h 45m,2025-03-28
BUD,"45,015",AMD,1 stop,30h 05m,2025-03-28
VCE,"83,695",AMD,1 stop ∙ Change airport,17h 55m,2025-03-28
AMS,"74,438",AMD,1 stop,13h 50m,2025-03-28
LCA,"17,855",AMD,Direct,2h 20m,2025-03-28
LCA,"92,257",AMD,1 stop,27h 30m,2025-03-28
MAD,"109,589",AMD,1 stop,31h 30m,2025-03-28
IST,"98,094",AMD,1 stop,24h 30m,2025-03-28
FRA,"105,681",AMD,1 stop,24h 15m,2025-03-28
RMO,"83,317",AMD,1 stop,11h 30m,2025-03-28
LCA,"44,812",AMD,1 stop,8h 45m,2025-03-28
BCN,"102,182",AMD,1 stop,10h 50m,2025-03-28
SKG,"71,106",AMD,1 stop,30h 45m,2025-03-28
SAW,"41,469",AMD,1 stop,13h 35m,2025-03-28
PRG,"81,252",AMD,1 stop,15h 45m,2025-03-28
VIE,"265,747",AMD,1 stop,15h 50m,2025-03-28
MAD,"79,836",AMD,1 stop,15h 20m,2025-03-28
AMS,"78,619",AMD,1 stop,6h 25m,2025-03-28
BER,"58,487",AMD,1 stop,9h 40m,2025-03-28
TLV,"364,678",AMD,1 stop,23h 20m,2025-03-28
LCA,"439,370",AMD,1 stop,13h 35m,2025-03-28
TLV,"364,678",AMD,1 stop,27h 10m,2025-03-28
TGD,"45,937",AMD,1 stop,13h 45m,2025-03-28
LYS,"163,542",AMD,1 stop,9h 10m,2025-03-28
PRG,"200,949",AMD,1 stop,25h 40m,2025-03-28
TGD,"94,648",AMD,1 stop,11h 25m,2025-03-28
BUD,"46,454",AMD,1 stop,10h 25m,2025-03-28
BRU,"252,983",AMD,1 stop,31h 05m,2025-03-28
VCE,"566,677",AMD,1 stop,17h 45m,2025-03-28
ATH,"59,418",AMD,1 stop,9h 20m,2025-03-28
MAD,"89,151",AMD,1 stop ∙ Change airport,19h 30m,2025-03-28
VIE,"70,267",AMD,1 stop,12h 10m,2025-03-28
TBS,"361,049",AMD,1 stop,17h 25m,2025-03-28
SHJ,"143,403",AMD,1 stop,20h 20m,2025-03-28
BUD,"92,064",AMD,1 stop,14h 20m,2025-03-28
CRL,"62,996",AMD,1 stop,9h 20m,2025-03-28
BER,"53,928",AMD,1 stop,8h 25m,2025-03-28
SAW,"45,875",AMD,1 stop,10h 05m,2025-03-28
RMO,"75,366",AMD,1 stop,11h 20m,2025-03-28
SAW,"43,295",AMD,1 stop,11h 45m,2025-03-28
SKG,"46,854",AMD,1 stop,23h 55m,2025-03-28
IST,"69,044",AMD,1 stop,6h 40m,2025-03-28
LCA,"40,033",AMD,Direct,2h 10m,2025-03-28
AMS,"50,130",AMD,1 stop,9h 05m,2025-03-28
BCN,"84,458",AMD,1 stop ∙ Change airport,18h 30m,2025-03-28
WAW,"85,180",AMD,1 stop,19h 55m,2025-03-28
DUS,"57,380",AMD,1 stop,14h 15m,2025-03-28
LYS,"88,802",AMD,1 stop,15h 45m,2025-03-28
BER,"111,033",AMD,1 stop,11h 40m,2025-03-28
TSF,"33,383",AMD,1 stop,13h 50m,2025-03-28
WAW,"253,768",AMD,1 stop,23h 45m,2025-03-28
DUS,"93,280",AMD,1 stop,14h 40m,2025-03-28
LIS,"95,126",AMD,1 stop,10h 15m,2025-03-28
IST,"982,095",AMD,1 stop,19h,2025-03-28
TLV,"364,678",AMD,1 stop,22h 35m,2025-03-28
BEG,"68,337",AMD,1 stop,20h 45m,2025-03-28
FRA,"73,470",AMD,1 stop,17h 50m,2025-03-28
FRA,"118,024",AMD,1 stop,6h 45m,2025-03-28
LIS,"75,003",AMD,1 stop,13h 10m,2025-03-28
ATH,"342,103",AMD,1 stop,14h 25m,2025-03-28
TLV,"355,964",AMD,1 stop,12h 45m,2025-03-28
SAW,"41,469",AMD,1 stop,26h 30m,2025-03-28
SKG,"34,219",AMD,1 stop ∙ Change airport,18h 50m,2025-03-28
CRL,"102,013",AMD,1 stop,19h 05m,2025-03-28
FRA,"146,296",AMD,1 stop,28h 55m,2025-03-28
LIS,"76,298",AMD,1 stop,9h 10m,2025-03-28
SHJ,"179,921",AMD,1 stop,13h 10m,2025-03-28
AMS,"86,130",AMD,1 stop,15h 35m,2025-03-28
VIE,"251,337",AMD,1 stop,31h 10m,2025-03-28
TLV,"154,988",AMD,1 stop,15h 05m,2025-03-28
SKG,"38,354",AMD,1 stop,4h 40m,2025-03-28
SKG,"42,913",AMD,1 stop,10h 40m,2025-03-28
WAW,"48,850",AMD,1 stop,15h 55m,2025-03-28
TLV,"102,797",AMD,1 stop,10h 50m,2025-03-28
WAW,"40,159",AMD,1 stop,6h 30m,2025-03-28
RMO,"121,132",AMD,1 stop,9h 15m,2025-03-28
LIS,"88,537",AMD,1 stop,15h 25m,2025-03-28
ATH,"108,960",AMD,1 stop,8h 55m,2025-03-28
SOF,"131,611",AMD,1 stop,25h 55m,2025-03-28
BCN,"39,531",AMD,1 stop,15h 45m,2025-03-28
MAD,"83,258",AMD,1 stop,19h 35m,2025-03-28
SOF,"49,947",AMD,1 stop,13h 35m,2025-03-28
PRG,"73,778",AMD,1 stop,19h 55m,2025-03-28
BRU,"106,007",AMD,1 stop,8h,2025-03-28
VIE,"108,628",AMD,1 stop,29h,2025-03-28
AMS,"114,547",AMD,1 stop,18h 30m,2025-03-28
DUS,"111,279",AMD,1 stop,6h 20m,2025-03-28
PRG,"43,695",AMD,1 stop,22h 20m,2025-03-28
VLC,"83,695",AMD,1 stop ∙ Change airport,23h 10m,2025-03-28
LIS,"82,794",AMD,1 stop ∙ Change airport,29h 45m,2025-03-28
AMS,"80,644",AMD,1 stop,12h 50m,2025-03-28
WAW,"114,994",AMD,1 stop,23h 05m,2025-03-28
MAD,"479,811",AMD,1 stop,17h 10m,2025-03-28
IST,"982,095",AMD,1 stop,8h 15m,2025-03-28
VIE,"107,849",AMD,1 stop,19h 05m,2025-03-28
VIE,"126,177",AMD,1 stop,7h 50m,2025-03-28
BRU,"142,106",AMD,1 stop,20h 35m,2025-03-28
VCE,"84,402",AMD,1 stop,15h 50m,2025-03-28
SHJ,"143,403",AMD,1 stop,22h 15m,2025-03-28
VCE,"58,876",AMD,1 stop,14h 30m,2025-03-28
WAW,"185,739",AMD,1 stop,9h 55m,2025-03-28
TLV,"364,678",AMD,1 stop,19h 55m,2025-03-28
FRA,"146,296",AMD,1 stop,16h 50m,2025-03-28
VCE,"55,703",AMD,1 stop,18h 40m,2025-03-28
TLV,"64,040",AMD,1 stop,16h,2025-03-28
BER,"127,367",AMD,1 stop,20h 05m,2025-03-28
VCE,"118,987",AMD,1 stop,15h 50m,2025-03-28
RMO,"235,883",AMD,1 stop,11h 45m,2025-03-28
SAW,"302,001",AMD,1 stop,11h 45m,2025-03-28
SKG,"58,940",AMD,1 stop,11h 55m,2025-03-28
DXB,"220,040",AMD,1 stop,25h 05m,2025-03-28
VCE,"52,571",AMD,1 stop,18h 30m,2025-03-28
TBS,"166,731",AMD,1 stop,19h 20m,2025-03-28
LIS,"188,892",AMD,1 stop,13h 20m,2025-03-28
FRA,"82,723",AMD,1 stop,8h 05m,2025-03-28
TBS,"540,823",AMD,1 stop,21h 40m,2025-03-28
DUS,"105,114",AMD,1 stop,16h 25m,2025-03-28
SKG,"73,420",AMD,1 stop,10h 50m,2025-03-28
SKG,"62,004",AMD,1 stop,5h 05m,2025-03-28
MAD,"43,010",AMD,1 stop,21h 10m,2025-03-28
SAW,"58,508",AMD,1 stop,15h 05m,2025-03-28
AMS,"434,900",AMD,1 stop,17h 15m,2025-03-28
SAW,"54,723",AMD,1 stop,19h 45m,2025-03-28
AMS,"79,599",AMD,1 stop,11h,2025-03-28
HHN,"97,644",AMD,1 stop,7h 40m,2025-03-28
SHJ,"206,865",AMD,1 stop,7h 30m,2025-03-28
BER,"122,153",AMD,1 stop,31h 25m,2025-03-28
MAD,"112,381",AMD,1 stop,20h 10m,2025-03-28
SOF,"63,792",AMD,1 stop,7h 55m,2025-03-28
TLV,"64,040",AMD,1 stop,8h 10m,2025-03-28
BER,"115,086",AMD,1 stop,7h 35m,2025-03-28
BUD,"49,610",AMD,1 stop ∙ Change airport,18h 10m,2025-03-28
AMS,"72,561",AMD,1 stop,17h 05m,2025-03-28
ATH,"40,686",AMD,1 stop,13h 50m,2025-03-28
RMO,"55,553",AMD,1 stop,23h 55m,2025-03-28
VLC,"87,403",AMD,1 stop,13h 15m,2025-03-28
LIS,"68,743",AMD,1 stop,9h 45m,2025-03-28
SSH,"79,486",AMD,1 stop,26h 35m,2025-03-28
TBS,"21,328",AMD,Direct,1h,2025-03-28
VCE,"84,069",AMD,1 stop,18h 50m,2025-03-28
LCA,"49,382",AMD,1 stop,14h,2025-03-28
BRU,"137,908",AMD,1 stop,6h 20m,2025-03-28
VIE,"68,396",AMD,1 stop,16h 05m,2025-03-28
WAW,"96,301",AMD,1 stop,9h 30m,2025-03-28
SKG,"40,113",AMD,1 stop,12h 30m,2025-03-28
LIS,"73,117",AMD,1 stop,19h 40m,2025-03-28
DUS,"111,279",AMD,1 stop,11h 30m,2025-03-28
VIE,"101,099",AMD,1 stop,18h 55m,2025-03-28
SSH,"164,455",AMD,1 stop,24h 10m,2025-03-28
DXB,"221,376",AMD,1 stop,18h 10m,2025-03-28
AUH,"167,899",AMD,1 stop,13h 25m,2025-03-28
MAD,"358,023",AMD,1 stop,29h 05m,2025-03-28
BCN,"50,580",AMD,1 stop,26h 15m,2025-03-28
LIS,"129,114",AMD,1 stop,13h 45m,2025-03-28
IST,"326,893",AMD,1 stop,15h 15m,2025-03-28
TLV,"137,297",AMD,1 stop,11h,2025-03-28
BRU,"137,908",AMD,1 stop,8h 15m,2025-03-28
BUD,"39,096",AMD,1 stop,21h 15m,2025-03-28
PRG,"105,772",AMD,1 stop,26h 45m,2025-03-28
BCN,"157,261",AMD,1 stop,17h,2025-03-28
LCA,"84,594",AMD,1 stop,16h 45m,2025-03-28
SSH,"157,829",AMD,1 stop,22h 20m,2025-03-28
VLC,"55,706",AMD,1 stop,9h 05m,2025-03-28
BRU,"251,825",AMD,1 stop,13h 40m,2025-03-28
BCN,"90,737",AMD,1 stop,10h 35m,2025-03-28
AUH,"115,089",AMD,1 stop,23h 20m,2025-03-28
BER,"121,327",AMD,1 stop,14h 35m,2025-03-28
IST,"334,875",AMD,1 stop,20h 05m,2025-03-28
FRA,"146,296",AMD,1 stop,7h 50m,2025-03-28
MAD,"37,257",AMD,1 stop,8h 55m,2025-03-28
ATH,"45,676",AMD,Direct,2h 55m,2025-03-28
FRA,"126,837",AMD,1 stop,7h 30m,2025-03-28
TLV,"364,678",AMD,1 stop,15h 20m,2025-03-28
IST,"418,332",AMD,1 stop,15h 15m,2025-03-28
PRG,"80,471",AMD,1 stop,7h 45m,2025-03-28
BER,"121,327",AMD,1 stop,17h 35m,2025-03-28
SAW,"69,075",AMD,1 stop,7h 40m,2025-03-28
BRU,"87,650",AMD,1 stop,14h 30m,2025-03-28
BER,"99,675",AMD,1 stop,14h 15m,2025-03-28
BER,"111,033",AMD,1 stop,15h 05m,2025-03-28
WAW,"73,085",AMD,Direct,4h 05m,2025-03-28
NCE,"70,007",AMD,1 stop,16h,2025-03-28
DXB,"221,376",AMD,1 stop,18h 30m,2025-03-28
BCN,"43,695",AMD,1 stop,9h 50m,2025-03-28
BEG,"54,066",AMD,1 stop,8h 15m,2025-03-28
MAD,"93,279",AMD,1 stop,8h 50m,2025-03-28
BER,"105,209",AMD,1 stop,5h 40m,2025-03-28
RMO,"94,944",AMD,1 stop,25h,2025-03-28
PRG,"68,017",AMD,1 stop,7h 35m,2025-03-28
BER,"121,327",AMD,1 stop,15h 35m,2025-03-28
WAW,"86,575",AMD,1 stop,11h 30m,2025-03-28
DUS,"93,594",AMD,1 stop,7h 25m,2025-03-28
SOF,"232,404",AMD,1 stop,10h 40m,2025-03-28
WAW,"80,922",AMD,1 stop,11h 10m,2025-03-28
BEG,"71,246",AMD,1 stop,7h 30m,2025-03-28
BEG,"50,203",AMD,1 stop,22h,2025-03-28
MAD,"43,967",AMD,1 stop,12h 10m,2025-03-28
ATH,"271,586",AMD,1 stop,25h 05m,2025-03-28
VLC,"87,412",AMD,1 stop ∙ Change airport,19h 05m,2025-03-28
MAD,"95,573",AMD,1 stop,19h 10m,2025-03-28
VIE,"77,119",AMD,1 stop,8h,2025-03-28
SKG,"52,800",AMD,1 stop,14h 05m,2025-03-28
MAD,"369,861",AMD,1 stop,17h 20m,2025-03-28
IST,"190,465",AMD,1 stop,8h 40m,2025-03-28
ATH,"51,163",AMD,1 stop,25h 05m,2025-03-28
DUS,"35,016",AMD,Direct,5h,2025-03-28
PRG,"275,028",AMD,1 stop,13h 45m,2025-03-28
BRU,"84,919",AMD,1 stop,12h 20m,2025-03-28
BCN,"46,677",AMD,1 stop,15h 55m,2025-03-28
NCE,"94,051",AMD,1 stop,11h 25m,2025-03-28
BCN,"28,489",AMD,1 stop,20h 55m,2025-03-28
NCE,"113,025",AMD,1 stop,9h 45m,2025-03-28
SKG,"49,370",AMD,1 stop,8h 50m,2025-03-28
LYS,"92,042",AMD,1 stop,14h 40m,2025-03-28
